Customer ID,Gender,Region,Product Name,Category,Age,Unit Price,Quantity,Total Price,Shipping Fee,Order Date,Shipping Status,,,Descriptve analysis,,,,,,,,,,
CUST0139,Male,West,Laptop,Electronics,57,1500,5,7500,8.19,7/30/2023,In Transit,,,,,,,,,,,,,
CUST0058,Male,West,Headphones,Accessories,42,100,5,500,5.43,10/24/2023,Delivered,,,,,,,,,,,,,
CUST0152,Male,East,Smartwatch,Wearables,69,200,5,1000,7.71,10/25/2023,In Transit,,,,,,,,,,,,,
CUST0231,Male,South,Keyboard,Accessories,49,50,2,100,13.53,7/13/2023,In Transit,,,,,,,,,,,,,
CUST0288,Male,North,Keyboard,Accessories,49,50,3,150,6.88,5/28/2023,Returned,,,,,,,,,,,,,
CUST0296,Male,South,Monitor,Electronics,50,300,5,1500,8.08,1/3/2024,Returned,,,,,,,,,,,,,
CUST0155,Female,East,Monitor,Electronics,41,300,1,300,16.71,10/11/2023,Delivered,,,,,,,,,,,,,
CUST0128,Female,South,Monitor,Electronics,49,300,3,900,14.38,2/28/2023,Returned,,,,,,,,,,,,,
CUST0178,Male,North,Smartwatch,Wearables,44,200,3,600,11.82,4/18/2023,Delivered,,,,,,,,,,,,,
CUST0298,Male,South,Smartphone,Electronics,58,800,2,1600,12.94,11/11/2023,Returned,,,,,,,,,,,,,
CUST0064,Male,West,Laptop,Electronics,61,3109.560612,1,1500,18.37,9/1/2023,In Transit,,,,,,,,,,,,,
CUST0091,Female,West,Mouse,Accessories,30,30,3,90,11.78,8/14/2023,Returned,,,,,,,,,,,,,
CUST0113,Female,East,Laptop,Electronics,38,1500,3,4500,7.52,2/3/2023,Delivered,,,,,,,,,,,,,
CUST0087,Female,Unknown,Mouse,Accessories,49,30,2,60,17.46,2/5/2023,Delivered,,,,,,,,,,,,,
CUST0087,Male,South,Monitor,Electronics,49,300,3,900,17.94,1/20/2023,Unknown,,,,,,,,,,,,,
CUST0255,Male,West,Smartphone,Electronics,49,800,3,2400,10.5,2/18/2023,Delivered,,,,,,,,,,,,,
CUST0044,Female,South,Monitor,Electronics,30,300,1,300,14.91,7/29/2023,In Transit,,,,,,,,,,,,,
CUST0133,Female,East,Laptop,Electronics,47,1500,3,4500,15.5,7/25/2023,Delivered,,,,,,,,,,,,,
CUST0122,Male,East,Monitor,Electronics,68,300,3,900,16.44,12/16/2023,Delivered,,,,,,,,,,,,,
CUST0220,Male,West,Laptop,Electronics,67,1500,2,3000,13.04,3/30/2023,Returned,,,,,,,,,,,,,
CUST0182,Male,East,Headphones,Accessories,19,100,2,200,14.11,1/22/2023,Returned,,,,,,,,,,,,,
CUST0081,Male,North,Monitor,Electronics,38,300,2,600,5.79,1/19/2023,Returned,,,,,,,,,,,,,
CUST0224,Male,South,Smartwatch,Wearables,57,200,4,800,13.93,12/13/2023,Delivered,,,,,,,,,,,,,
CUST0070,Male,South,Smartphone,Electronics,23,800,1,800,6.7,7/6/2023,Unknown,,,,,,,,,,,,,
CUST0263,Female,West,Monitor,Electronics,40,300,1,300,11.65,7/22/2023,Delivered,,,,,,,,,,,,,
CUST0052,Female,North,Keyboard,Accessories,66,50,4,200,14.49,6/6/2023,Delivered,,,,,,,,,,,,,
CUST0253,Male,North,Monitor,Electronics,51,300,5,1500,14.23,8/3/2023,In Transit,,,,,,,,,,,,,
CUST0095,Male,North,Monitor,Electronics,60,300,2,600,15.88,1/12/2023,In Transit,,,,,,,,,,,,,
CUST0031,Male,East,Keyboard,Accessories,67,50,1,50,19.41,7/29/2023,In Transit,,,,,,,,,,,,,
CUST0128,Male,Unknown,Smartphone,Electronics,52,800,4,3200,15.79,8/20/2023,In Transit,,,,,,,,,,,,,
CUST0077,Male,West,Mouse,Accessories,50,30,4,120,17.84,3/9/2023,Returned,,,,,,,,,,,,,
CUST0073,Male,South,Smartwatch,Wearables,19,200,3,600,10.07,11/18/2023,In Transit,,,,,,,,,,,,,
CUST0173,Male,West,Mouse,Accessories,65,30,5,150,15.11,8/31/2023,Delivered,,,,,,,,,,,,,
CUST0218,Female,East,Monitor,Electronics,36,300,4,1200,11.23,8/17/2023,In Transit,,,,,,,,,,,,,
CUST0274,Male,South,Keyboard,Accessories,51,50,5,250,15.38,8/7/2023,Returned,,,,,,,,,,,,,
CUST0034,Female,East,Keyboard,Accessories,65,50,3,150,10.84,11/17/2023,Unknown,,,,,,,,,,,,,
CUST0285,Female,South,Monitor,Electronics,58,300,4,1200,13.4,3/31/2023,Delivered,,,,,,,,,,,,,
CUST0117,Female,South,Headphones,Accessories,22,100,3,300,7.7,7/20/2023,Delivered,,,,,,,,,,,,,
CUST0208,Male,North,Mouse,Accessories,57,30,4,120,15.44,6/12/2023,Delivered,,,,,,,,,,,,,
CUST0107,Female,South,Headphones,Accessories,67,100,5,500,8.74,6/8/2023,Returned,,,,,,,,,,,,,
CUST0145,Male,North,Headphones,Accessories,49,100,4,400,14.68,12/8/2023,In Transit,,,,,,,,,,,,,
CUST0232,Female,Unknown,Laptop,Electronics,44,1500,5,7500,18.3,11/7/2023,Returned,,,,,,,,,,,,,
CUST0039,Male,East,Smartwatch,Wearables,60,200,1,200,10.14,12/2/2023,Unknown,,,,,,,,,,,,,
CUST0195,Female,West,Keyboard,Accessories,48,50,3,150,6.42,10/31/2023,In Transit,,,,,,,,,,,,,
CUST0185,Female,South,Monitor,Electronics,29,300,5,1500,18.18,9/6/2023,In Transit,,,,,,,,,,,,,
CUST0281,Female,South,Keyboard,Accessories,49,50,3,150,5.62,3/5/2023,In Transit,,,,,,,,,,,,,
CUST0061,Female,South,Smartphone,Electronics,35,800,1,800,17.3,5/7/2023,In Transit,,,,,,,,,,,,,
CUST0232,Male,East,Mouse,Accessories,44,30,3,90,14.91,10/20/2023,In Transit,,,,,,,,,,,,,
CUST0013,Female,South,Smartwatch,Wearables,55,200,4,800,7.31,3/16/2023,Returned,,,,,,,,,,,,,
CUST0058,Female,West,Keyboard,Accessories,42,50,1,50,8.05,7/13/2023,Delivered,,,,,,,,,,,,,
CUST0159,Female,North,Laptop,Electronics,18,1500,1,1500,5.29,1/21/2023,Returned,,,,,,,,,,,,,
CUST0236,Male,West,Laptop,Electronics,18,1500,3,4500,19.41,8/19/2023,Delivered,,,,,,,,,,,,,
CUST0281,Female,North,Monitor,Electronics,44,300,2,600,19.97,9/30/2023,In Transit,,,,,,,,,,,,,
CUST0213,Female,South,Smartwatch,Wearables,49,200,5,1000,9.18,10/31/2023,In Transit,,,,,,,,,,,,,
CUST0286,Male,West,Keyboard,Accessories,63,50,2,100,6.28,3/21/2023,Returned,,,,,,,,,,,,,
CUST0136,Female,East,Keyboard,Accessories,36,50,4,200,9.3,7/9/2023,Returned,,,,,,,,,,,,,
CUST0228,Male,West,Keyboard,Accessories,25,50,1,50,18.71,12/7/2023,In Transit,,,,,,,,,,,,,
CUST0124,Female,North,Headphones,Accessories,49,100,5,500,14.28,6/2/2023,Returned,,,,,,,,,,,,,
CUST0201,Male,West,Smartphone,Electronics,49,800,1,800,12.3,5/30/2023,Delivered,,,,,,,,,,,,,
CUST0038,Male,Unknown,Smartphone,Electronics,57,800,2,1600,19.87,6/1/2023,Returned,,,,,,,,,,,,,
CUST0276,Female,South,Laptop,Electronics,66,1500,3,4500,14.73,12/1/2023,Delivered,,,,,,,,,,,,,
CUST0201,Female,North,Smartwatch,Wearables,49,200,3,600,9.26,10/23/2023,Delivered,,,,,,,,,,,,,
CUST0104,Female,East,Keyboard,Accessories,40,50,4,200,15.14,6/17/2023,Delivered,,,,,,,,,,,,,
CUST0101,Female,East,Smartwatch,Wearables,53,200,4,800,14.28,11/5/2023,Unknown,,,,,,,,,,,,,
CUST0138,Female,West,Laptop,Electronics,46,3109.560612,2,3000,6.44,12/8/2023,Delivered,,,,,,,,,,,,,
CUST0035,Female,South,Keyboard,Accessories,20,50,3,150,11.05,9/16/2023,Returned,,,,,,,,,,,,,
CUST0273,Female,South,Mouse,Accessories,55,30,3,90,11.24,9/9/2023,Returned,,,,,,,,,,,,,
CUST0228,Female,West,Smartphone,Electronics,25,800,1,800,7.25,3/9/2023,In Transit,,,,,,,,,,,,,
CUST0191,Female,Unknown,Laptop,Electronics,41,1500,4,6000,6.76,8/1/2023,Unknown,,,,,,,,,,,,,
CUST0087,Female,North,Headphones,Accessories,49,100,2,200,19.07,5/8/2023,Unknown,,,,,,,,,,,,,
CUST0070,Female,West,Laptop,Electronics,23,1500,5,7500,19.41,12/21/2023,Delivered,,,,,,,,,,,,,
CUST0088,Male,West,Monitor,Electronics,66,300,1,300,7.84,12/8/2023,In Transit,,,,,,,,,,,,,
CUST0287,Female,South,Smartphone,Electronics,60,800,4,3200,9.99,6/29/2023,Returned,,,,,,,,,,,,,
CUST0116,Male,South,Monitor,Electronics,20,300,2,600,9.77,9/24/2023,Returned,,,,,,,,,,,,,
CUST0037,Female,West,Smartphone,Electronics,51,800,3,2400,15.28,5/22/2023,In Transit,,,,,,,,,,,,,
CUST0215,Female,East,Mouse,Accessories,35,30,3,90,8.79,7/29/2023,Returned,,,,,,,,,,,,,
CUST0104,Male,West,Keyboard,Accessories,40,50,4,200,12.79,10/19/2023,Delivered,,,,,,,,,,,,,
CUST0197,Male,North,Smartphone,Electronics,54,800,5,4000,9.55,9/2/2023,Delivered,,,,,,,,,,,,,
CUST0298,Female,East,Mouse,Accessories,58,30,4,120,8.85,6/21/2023,Returned,,,,,,,,,,,,,
CUST0079,Male,South,Keyboard,Accessories,26,50,2,100,9.76,6/13/2023,In Transit,,,,,,,,,,,,,
CUST0021,Female,East,Smartwatch,Wearables,43,200,1,200,6.18,12/28/2023,In Transit,,,,,,,,,,,,,
CUST0162,Male,East,Laptop,Electronics,69,1500,3,4500,6.08,7/6/2023,Returned,,,,,,,,,,,,,
CUST0090,Male,West,Laptop,Electronics,61,1500,4,6000,9.46,6/13/2023,Delivered,,,,,,,,,,,,,
CUST0064,Female,West,Headphones,Accessories,61,100,1,100,6.6,3/20/2023,Returned,,,,,,,,,,,,,
CUST0148,Female,North,Mouse,Accessories,67,30,4,120,19.59,2/20/2023,In Transit,,,,,,,,,,,,,
CUST0081,Female,West,Monitor,Electronics,38,300,4,1200,12.55,8/27/2023,Delivered,,,,,,,,,,,,,
CUST0160,Male,North,Keyboard,Accessories,69,50,5,250,14.32,2/3/2023,Unknown,,,,,,,,,,,,,
CUST0080,Male,West,Smartphone,Electronics,51,800,5,4000,6.74,9/27/2023,Delivered,,,,,,,,,,,,,
CUST0091,Male,South,Headphones,Accessories,30,100,2,200,7.01,3/18/2023,In Transit,,,,,,,,,,,,,
CUST0112,Male,East,Laptop,Electronics,33,1500,2,3000,14.97,1/17/2023,Delivered,,,,,,,,,,,,,
CUST0030,Female,West,Headphones,Accessories,44,100,4,400,10.03,5/11/2023,In Transit,,,,,,,,,,,,,
CUST0276,Male,South,Keyboard,Accessories,66,50,2,100,8.51,3/10/2023,In Transit,,,,,,,,,,,,,
CUST0034,Female,West,Keyboard,Accessories,65,50,1,50,7.55,6/27/2023,Delivered,,,,,,,,,,,,,
CUST0271,Female,North,Mouse,Accessories,46,30,4,120,18.31,11/7/2023,In Transit,,,,,,,,,,,,,
CUST0034,Male,North,Laptop,Electronics,65,1500,5,7500,16.39,4/8/2023,Returned,,,,,,,,,,,,,
CUST0122,Male,North,Laptop,Electronics,68,1500,2,3000,18.77,10/27/2023,Returned,,,,,,,,,,,,,
CUST0223,Female,East,Laptop,Electronics,20,1500,5,7500,9.26,2/1/2023,Returned,,,,,,,,,,,,,
CUST0052,Male,North,Smartphone,Electronics,66,800,4,3200,15.69,5/27/2023,In Transit,,,,,,,,,,,,,
CUST0176,Male,South,Keyboard,Accessories,49,50,4,200,11.55,10/1/2023,Delivered,,,,,,,,,,,,,
CUST0276,Male,West,Smartphone,Electronics,66,800,3,2400,15.27,5/5/2023,In Transit,,,,,,,,,,,,,
CUST0185,Female,West,Keyboard,Accessories,29,50,4,200,6.75,12/22/2023,Delivered,,,,,,,,,,,,,
CUST0253,Female,East,Headphones,Accessories,51,100,2,200,5.79,6/13/2023,Delivered,,,,,,,,,,,,,
CUST0055,Male,East,Smartwatch,Wearables,45,200,4,800,10.62,1/11/2023,Returned,,,,,,,,,,,,,
CUST0229,Female,North,Monitor,Electronics,49,300,1,300,5.83,2/7/2023,Delivered,,,,,,,,,,,,,
CUST0149,Female,Unknown,Headphones,Accessories,40,100,2,200,9.42,7/14/2023,Returned,,,,,,,,,,,,,
CUST0028,Male,East,Mouse,Accessories,50,30,5,150,6.26,4/7/2023,Delivered,,,,,,,,,,,,,
CUST0011,Male,South,Headphones,Accessories,54,100,1,100,19.25,12/18/2023,Delivered,,,,,,,,,,,,,
CUST0259,Male,West,Mouse,Accessories,59,30,2,60,18.17,11/17/2023,In Transit,,,,,,,,,,,,,
CUST0296,Female,West,Monitor,Electronics,50,300,1,300,5.94,12/26/2023,Returned,,,,,,,,,,,,,
CUST0101,Male,East,Headphones,Accessories,53,100,3,300,15.61,12/4/2023,In Transit,,,,,,,,,,,,,
CUST0288,Male,West,Laptop,Electronics,55,1500,2,3000,9.06,6/8/2023,Delivered,,,,,,,,,,,,,
CUST0206,Female,Unknown,Keyboard,Accessories,43,50,4,200,16.25,8/14/2023,In Transit,,,,,,,,,,,,,
CUST0179,Male,North,Monitor,Electronics,45,300,4,1200,7.16,11/13/2023,In Transit,,,,,,,,,,,,,
CUST0293,Male,West,Monitor,Electronics,32,300,2,600,9.52,10/17/2023,In Transit,,,,,,,,,,,,,
CUST0120,Female,North,Headphones,Accessories,35,100,4,400,12.85,7/23/2023,Delivered,,,,,,,,,,,,,
CUST0112,Male,West,Smartphone,Electronics,33,800,5,4000,5.14,6/15/2023,Returned,,,,,,,,,,,,,
CUST0218,Female,East,Mouse,Accessories,36,30,5,150,6.78,7/18/2023,In Transit,,,,,,,,,,,,,
CUST0018,Female,South,Keyboard,Accessories,38,50,5,250,12.25,5/12/2023,In Transit,,,,,,,,,,,,,
CUST0193,Male,North,Laptop,Electronics,64,1500,4,6000,9.87,2/19/2023,Delivered,,,,,,,,,,,,,
CUST0088,Male,West,Laptop,Electronics,66,1500,4,6000,11.5,10/17/2023,In Transit,,,,,,,,,,,,,
CUST0116,Male,South,Mouse,Accessories,20,30,3,90,16.07,9/30/2023,Returned,,,,,,,,,,,,,
CUST0152,Female,West,Keyboard,Accessories,69,50,4,200,18.96,5/20/2023,Returned,,,,,,,,,,,,,
CUST0290,Female,East,Smartwatch,Wearables,37,200,4,800,5.98,4/27/2023,In Transit,,,,,,,,,,,,,
CUST0293,Male,South,Monitor,Electronics,32,300,2,600,14.24,3/27/2023,Delivered,,,,,,,,,,,,,
CUST0080,Male,South,Monitor,Electronics,51,300,5,1500,11.39,7/31/2023,Returned,,,,,,,,,,,,,
CUST0134,Female,North,Keyboard,Accessories,58,50,4,200,17.65,2/11/2023,In Transit,,,,,,,,,,,,,
CUST0010,Female,East,Smartphone,Electronics,37,800,5,4000,6.67,1/4/2023,In Transit,,,,,,,,,,,,,
CUST0252,Male,South,Smartwatch,Wearables,55,200,3,600,8.26,8/30/2023,Unknown,,,,,,,,,,,,,
CUST0211,Female,West,Monitor,Electronics,35,300,5,1500,18.94,3/6/2023,Returned,,,,,,,,,,,,,
CUST0095,Female,South,Monitor,Electronics,60,300,3,900,19.78,2/26/2023,In Transit,,,,,,,,,,,,,
CUST0226,Male,North,Smartphone,Electronics,43,800,4,3200,10.65,2/25/2023,Returned,,,,,,,,,,,,,
CUST0238,Female,North,Smartwatch,Wearables,26,200,4,800,14.25,1/3/2023,Delivered,,,,,,,,,,,,,
CUST0274,Male,West,Monitor,Electronics,51,300,4,1200,6.26,12/28/2023,Returned,,,,,,,,,,,,,
CUST0225,Male,South,Keyboard,Accessories,65,50,3,150,12.69,11/18/2023,Delivered,,,,,,,,,,,,,
CUST0233,Male,West,Smartwatch,Wearables,24,200,3,600,19.39,3/11/2023,In Transit,,,,,,,,,,,,,
CUST0208,Male,North,Headphones,Accessories,57,100,4,400,14.49,9/19/2023,In Transit,,,,,,,,,,,,,
CUST0006,Male,South,Smartwatch,Wearables,52,200,5,1000,13.13,5/15/2023,In Transit,,,,,,,,,,,,,
CUST0181,Male,North,Monitor,Electronics,59,300,4,1200,15.92,10/23/2023,In Transit,,,,,,,,,,,,,
CUST0126,Male,West,Smartwatch,Wearables,66,200,5,1000,12.06,3/7/2023,Returned,,,,,,,,,,,,,
CUST0118,Male,East,Keyboard,Accessories,23,50,1,50,16.34,1/16/2023,In Transit,,,,,,,,,,,,,
CUST0007,Female,North,Smartwatch,Wearables,52,200,3,600,15.85,4/10/2023,Delivered,,,,,,,,,,,,,
CUST0263,Female,South,Headphones,Accessories,49,100,3,300,19.01,9/13/2023,In Transit,,,,,,,,,,,,,
CUST0256,Male,East,Laptop,Electronics,49,1500,3,4500,9.83,9/26/2023,In Transit,,,,,,,,,,,,,
CUST0172,Female,East,Mouse,Accessories,56,30,4,120,5.17,11/23/2023,In Transit,,,,,,,,,,,,,
CUST0114,Male,South,Smartphone,Electronics,49,800,3,2400,15.04,8/12/2023,In Transit,,,,,,,,,,,,,
CUST0198,Male,West,Smartphone,Electronics,49,800,5,4000,18.49,12/13/2023,Delivered,,,,,,,,,,,,,
CUST0234,Female,South,Smartwatch,Wearables,44,200,1,200,7.67,7/8/2023,Returned,,,,,,,,,,,,,
CUST0182,Female,North,Keyboard,Accessories,19,50,3,150,5.76,7/25/2023,In Transit,,,,,,,,,,,,,
CUST0104,Male,Unknown,Smartwatch,Wearables,40,200,1,200,16.29,7/8/2023,In Transit,,,,,,,,,,,,,
CUST0232,Male,West,Headphones,Accessories,44,100,1,100,6.43,7/28/2023,Returned,,,,,,,,,,,,,
CUST0160,Male,West,Laptop,Electronics,69,1500,1,1500,7.32,9/19/2023,Returned,,,,,,,,,,,,,
CUST0105,Female,South,Smartwatch,Wearables,27,200,2,400,9.97,1/18/2023,Returned,,,,,,,,,,,,,
CUST0065,Female,West,Smartwatch,Wearables,41,200,5,1000,12.79,1/6/2023,In Transit,,,,,,,,,,,,,
CUST0220,Female,North,Mouse,Accessories,49,30,4,120,17.23,7/9/2023,Returned,,,,,,,,,,,,,
CUST0150,Male,West,Mouse,Accessories,63,62.19121225,5,150,10.81,7/1/2023,Delivered,,,,,,,,,,,,,
CUST0300,Male,East,Smartwatch,Wearables,66,200,4,800,16.99,10/15/2023,Returned,,,,,,,,,,,,,
CUST0066,Female,North,Monitor,Electronics,37,300,3,900,17.15,1/3/2024,In Transit,,,,,,,,,,,,,
CUST0255,Male,South,Laptop,Electronics,39,1500,2,3000,11.24,11/16/2023,Returned,,,,,,,,,,,,,
CUST0154,Female,North,Monitor,Electronics,31,300,2,600,5.84,8/19/2023,In Transit,,,,,,,,,,,,,
CUST0112,Female,West,Smartphone,Electronics,33,800,2,1600,7.61,12/8/2023,Returned,,,,,,,,,,,,,
CUST0130,Male,East,Headphones,Accessories,68,100,4,400,14.97,12/9/2023,Returned,,,,,,,,,,,,,
CUST0061,Female,South,Monitor,Electronics,35,300,1,300,15.16,10/25/2023,Returned,,,,,,,,,,,,,
CUST0046,Male,East,Laptop,Electronics,22,1500,2,3000,15.58,12/16/2023,Delivered,,,,,,,,,,,,,
CUST0200,Female,North,Laptop,Electronics,68,1500,1,1500,5.57,8/6/2023,Delivered,,,,,,,,,,,,,
CUST0001,Male,East,Laptop,Electronics,38,1500,4,6000,11.28,4/26/2023,Returned,,,,,,,,,,,,,
CUST0101,Female,West,Smartphone,Electronics,53,800,4,3200,14.35,6/27/2023,Delivered,,,,,,,,,,,,,
CUST0113,Female,West,Keyboard,Accessories,38,50,4,200,19.17,1/26/2023,Returned,,,,,,,,,,,,,
CUST0076,Male,South,Mouse,Accessories,26,30,1,30,10.22,10/26/2023,Delivered,,,,,,,,,,,,,
CUST0120,Male,North,Keyboard,Accessories,35,50,3,150,12.89,1/30/2023,In Transit,,,,,,,,,,,,,
CUST0265,Female,North,Keyboard,Accessories,38,50,4,200,7.52,5/29/2023,In Transit,,,,,,,,,,,,,
CUST0214,Female,South,Monitor,Electronics,45,300,2,600,9.09,10/2/2023,In Transit,,,,,,,,,,,,,
CUST0058,Male,North,Monitor,Electronics,42,300,4,1200,5.56,6/6/2023,In Transit,,,,,,,,,,,,,
CUST0288,Male,North,Smartwatch,Wearables,49,200,2,400,19.66,1/31/2023,Returned,,,,,,,,,,,,,
CUST0210,Male,South,Monitor,Electronics,30,300,1,300,11.26,12/31/2023,Returned,,,,,,,,,,,,,
CUST0116,Male,South,Mouse,Accessories,20,30,1,30,5.41,1/5/2023,In Transit,,,,,,,,,,,,,
CUST0059,Female,South,Laptop,Electronics,18,1500,2,3000,10.13,6/10/2023,Delivered,,,,,,,,,,,,,
CUST0239,Female,South,Smartphone,Electronics,35,800,4,3200,7.74,5/26/2023,Delivered,,,,,,,,,,,,,
CUST0099,Male,West,Smartwatch,Wearables,49,200,1,200,8.28,10/6/2023,In Transit,,,,,,,,,,,,,
CUST0018,Female,South,Monitor,Electronics,38,300,2,600,17.38,4/16/2023,Delivered,,,,,,,,,,,,,
CUST0028,Male,West,Keyboard,Accessories,50,50,4,200,11.39,1/17/2023,Delivered,,,,,,,,,,,,,
CUST0159,Male,South,Laptop,Electronics,18,1500,3,4500,18.83,3/22/2023,In Transit,,,,,,,,,,,,,
CUST0053,Female,South,Smartwatch,Wearables,25,200,1,200,6.96,11/20/2023,Returned,,,,,,,,,,,,,
CUST0015,Male,North,Laptop,Electronics,58,1500,5,7500,6.21,7/21/2023,Unknown,,,,,,,,,,,,,
CUST0045,Male,East,Headphones,Accessories,21,100,4,400,18.3,7/26/2023,Delivered,,,,,,,,,,,,,
CUST0156,Male,West,Laptop,Electronics,57,1500,5,7500,7.57,5/18/2023,Returned,,,,,,,,,,,,,
CUST0238,Male,East,Monitor,Electronics,26,621.9121225,2,600,7.02,1/3/2024,In Transit,,,,,,,,,,,,,
CUST0116,Male,West,Monitor,Electronics,20,300,2,600,11.06,8/12/2023,Unknown,,,,,,,,,,,,,
CUST0239,Female,East,Mouse,Accessories,35,30,5,150,13.08,8/16/2023,Delivered,,,,,,,,,,,,,
CUST0268,Female,South,Mouse,Accessories,21,30,3,90,10.49,8/11/2023,Delivered,,,,,,,,,,,,,
CUST0086,Male,West,Monitor,Electronics,26,300,2,600,12.94,1/2/2023,Unknown,,,,,,,,,,,,,
CUST0087,Female,North,Laptop,Electronics,49,1500,2,3000,11.24,7/28/2023,In Transit,,,,,,,,,,,,,
CUST0077,Female,North,Monitor,Electronics,49,621.9121225,3,900,14.86,4/27/2023,In Transit,,,,,,,,,,,,,
CUST0122,Male,East,Keyboard,Accessories,68,50,2,100,11.09,8/16/2023,Unknown,,,,,,,,,,,,,
CUST0242,Male,South,Smartwatch,Wearables,58,200,5,1000,10.84,10/22/2023,In Transit,,,,,,,,,,,,,
CUST0079,Female,North,Laptop,Electronics,26,1500,4,6000,5.57,8/24/2023,In Transit,,,,,,,,,,,,,
CUST0216,Male,East,Mouse,Accessories,53,30,2,60,8.58,10/27/2023,Returned,,,,,,,,,,,,,
CUST0016,Female,West,Keyboard,Accessories,49,50,3,150,10.05,11/26/2023,In Transit,,,,,,,,,,,,,
CUST0196,Male,South,Smartwatch,Wearables,37,200,2,400,18.38,2/17/2023,Delivered,,,,,,,,,,,,,
CUST0148,Male,South,Monitor,Electronics,67,300,3,900,19.76,11/9/2023,Delivered,,,,,,,,,,,,,
CUST0295,Female,West,Mouse,Accessories,26,30,1,30,13.87,6/10/2023,In Transit,,,,,,,,,,,,,
CUST0048,Male,East,Smartwatch,Wearables,34,200,3,600,16.93,4/13/2023,In Transit,,,,,,,,,,,,,
CUST0115,Female,South,Mouse,Accessories,53,30,3,90,6.18,4/25/2023,Delivered,,,,,,,,,,,,,
CUST0264,Female,East,Smartphone,Electronics,49,800,4,3200,17.44,3/3/2023,Delivered,,,,,,,,,,,,,
CUST0216,Male,South,Monitor,Electronics,53,300,3,900,12.14,3/14/2023,Returned,,,,,,,,,,,,,
CUST0029,Male,South,Monitor,Electronics,66,300,1,300,17.09,4/3/2023,In Transit,,,,,,,,,,,,,
CUST0180,Male,South,Keyboard,Accessories,68,50,1,50,11.23,4/2/2023,Delivered,,,,,,,,,,,,,
CUST0184,Female,East,Smartphone,Electronics,54,800,5,4000,5.41,7/8/2023,Returned,,,,,,,,,,,,,
CUST0290,Male,Unknown,Headphones,Accessories,37,100,5,500,6.55,4/20/2023,Returned,,,,,,,,,,,,,
CUST0228,Female,East,Smartwatch,Wearables,25,200,2,400,6.46,10/19/2023,In Transit,,,,,,,,,,,,,
CUST0243,Male,West,Monitor,Electronics,58,300,4,1200,14.16,5/14/2023,Unknown,,,,,,,,,,,,,
CUST0242,Female,North,Smartwatch,Wearables,58,200,3,600,14.74,9/29/2023,Returned,,,,,,,,,,,,,
CUST0142,Male,South,Laptop,Electronics,32,1500,1,1500,6.92,12/26/2023,In Transit,,,,,,,,,,,,,
CUST0131,Male,East,Mouse,Accessories,67,30,1,30,13.84,6/8/2023,Delivered,,,,,,,,,,,,,
CUST0126,Male,North,Keyboard,Accessories,66,50,4,200,10.69,6/3/2023,Delivered,,,,,,,,,,,,,
CUST0265,Male,West,Headphones,Accessories,38,100,3,300,8.2,11/30/2023,Returned,,,,,,,,,,,,,
CUST0003,Male,North,Mouse,Accessories,63,30,3,90,9.04,2/14/2023,Delivered,,,,,,,,,,,,,
CUST0212,Male,West,Keyboard,Accessories,62,50,2,100,8.68,7/2/2023,In Transit,,,,,,,,,,,,,
CUST0106,Female,West,Smartphone,Electronics,50,800,1,800,7.34,6/13/2023,In Transit,,,,,,,,,,,,,
CUST0118,Male,West,Monitor,Electronics,23,300,4,1200,11.76,3/28/2023,Returned,,,,,,,,,,,,,
CUST0126,Male,East,Headphones,Accessories,66,100,5,500,5.4,12/24/2023,Returned,,,,,,,,,,,,,
CUST0292,Male,South,Mouse,Accessories,21,30,4,120,13.68,5/24/2023,Delivered,,,,,,,,,,,,,
CUST0291,Female,South,Monitor,Electronics,49,300,3,900,15.81,5/21/2023,In Transit,,,,,,,,,,,,,
CUST0085,Female,North,Keyboard,Accessories,18,50,5,250,16,1/5/2023,Delivered,,,,,,,,,,,,,
CUST0166,Female,West,Mouse,Accessories,29,30,4,120,11.36,11/19/2023,Returned,,,,,,,,,,,,,
CUST0040,Female,East,Keyboard,Accessories,49,50,5,250,10.46,8/2/2023,Returned,,,,,,,,,,,,,
CUST0295,Male,North,Monitor,Electronics,49,300,1,300,9.06,6/16/2023,Returned,,,,,,,,,,,,,
CUST0059,Female,South,Mouse,Accessories,18,30,3,90,8.3,2/6/2023,Unknown,,,,,,,,,,,,,
CUST0281,Female,East,Headphones,Accessories,44,100,3,300,13.94,9/28/2023,In Transit,,,,,,,,,,,,,
CUST0019,Male,South,Smartphone,Electronics,69,800,4,3200,19.42,11/7/2023,Delivered,,,,,,,,,,,,,
CUST0004,Male,North,Keyboard,Accessories,65,50,5,250,5.92,4/4/2023,Returned,,,,,,,,,,,,,
CUST0279,Female,West,Smartphone,Electronics,59,800,5,4000,15.22,11/24/2023,Delivered,,,,,,,,,,,,,
CUST0069,Female,East,Headphones,Accessories,66,100,2,200,8.65,9/19/2023,In Transit,,,,,,,,,,,,,
CUST0004,Male,North,Monitor,Electronics,65,300,3,900,9.31,2/14/2023,In Transit,,,,,,,,,,,,,
CUST0060,Male,South,Keyboard,Accessories,41,50,3,150,5.55,3/13/2023,Delivered,,,,,,,,,,,,,
CUST0154,Male,North,Mouse,Accessories,31,30,1,30,9.26,8/24/2023,Returned,,,,,,,,,,,,,
CUST0259,Male,East,Monitor,Electronics,59,300,3,900,19.36,5/1/2023,Delivered,,,,,,,,,,,,,
